COD,Name,Date,Validity,Description,Category,Social,Byproducts,Deviance,Francoism (until 1978),Constitution (after 1978),European Union (after 1985),Crisis (After 2007),Population (Biopolitics),How - Population,Security (Conduct),How - Security,Territory (Sovereignty),How - territory,Ecology,How - ecology,Economics,How - economics,Terrorism,How - terrorism,Toxicity,How - toxicity,Gender,How - gender,Sexuality,How - sexuality,Race,How - race,Class,How - class
DARDMO_4,"Real Decreto 258/1989, de 10 de marzo, por el que se establece la normativa general sobre vertidos de sustancias peligrosas desde tierra al mar.",10/03/1989,1989-2015,"La presente disposición tiene por objeto incorporar al ordenamiento jurídico español la Directiva del Consejo 76/464/CEE, de 4 de mayo de 1976, relativa a la contaminación causada por determinadas sustancias peligrosas vertidas en el medio acuático de la Comunidad y la normativa general establecida en la Directiva del Consejo 86280/CEE, de 12 de junio de 1986, y a tal efecto se definen las normas de emisión y las condiciones especiales de control, correspondientes al vertido efectuado desde tierra en las aguas interiores y en el mar territorial, de afluentes que contengan o puedan contener sustancias peligrosas.",O,No,No,"Yes, General",No,Yes,Yes,Yes,Yes,"Riesgo_salud_humana, Salud_vidas_humanas",No,No,Yes,"Europa, España",Yes,"Protección_recursos_marinos_vivos, Sistema_ecológico",No,No,No,No,Yes,"Petróleo, Contaminación_hidrocarburos, Contaminación_aguas_mar, Vertidos_buques, Vertidos_Fábricas, Byproducts, Toxicidad, Mercancía_peligrosa, Sustancias_peligrosas, Energía",No,No,No,No,No,No,No,No
DMLMA_26,"Ley 16/1989, de 17 de julio, de Defensa de la competencia.",17/07/1989,1989-2007,"El artículo 38 de la Constitución reconoce la libertad de empresa en el marco de una economía de mercado y la garantía y protección de la misma por los poderes públicos, de acuerdo con las exigencias de la economía en general y, en su caso, de la planificación. La existencia de una competencia efectiva entre las empresas constituye uno de los elementos definitorios de la economía de mercado, disciplina la actuación de las empresas y reasigna los recursos productivos en favor de los operadores o las técnicas más eficientes. Esta eficiencia productiva se traslada al consumidor en la forma de menores precios o de un aumento de la cantidad ofrecida de los productos, de su variedad y calidad, con el consiguiente incremento del bienestar del conjunto de la sociedad.",F,Yes,No,No,No,Yes,Yes,No,Yes,"Beneficios_sociedad, Proteger_el_interés_económico_general, Riqueza_conjunto_sociedad, Interés_público, Individualidad_personal, Fundamento_sociedad, Principios_del_mercado_economía, Conformar_económicamente_la_sociedad",Yes,"Mecanismos_de_responsabilidad, Sistema_de_prevención, Categorías_riesgos, Normas_corrección_de_conducta, Normativa_sancionadora, Riesgo_sistémico",Yes,"Combate_defensa_vigilancia, Europa, Mercado_español_economía, España, Orden_económico_constitucional",No,No,Yes,"Estímulo_orden_económico, Libre_comercialización_circulación, Liberalización, Actividad_empresas, Eficiencia, Flexibilización, Competencia, Libertad_intercambios, Intervención_administrativa, Integración_organizaciónes_económicas, Inversión, Defensa_de_la_competencia",No,No,Yes,"Efectos_nocivos_Sustancias_nocivas, Acciones_peligrosas_sancionables, Falsa_libertad, Prácticas_abusivas, Conducta_restrictiva_infractora ",No,No,No,No,No,No,No,No
ECLMA_1,"Ley 19/1989, de 25 de julio, de reforma parcial y adaptación de la legislación mercantil a las Directivas de la comunidad Económica Europea (CEE) en materia de Sociedades.",25/07/1989,1989-2015,in 1989 the law will adapt “la legislación mercantil a las Directivas de la comunidad Económica Europea” (24085),F,Yes,No,No,No,Yes,Yes,Yes,Yes,"Persona_jurídica, Persona_natural_física, Orden_público_económico",Yes,"Mecanismos_de_responsabilidad, Evaluación_riesgo, Sistema_de_previsión, Riesgo_insolvencia, Buena_fe",Yes,"Europa, Mercado_español_economía, Persona_jurídica",No,No,Yes,"Actividad_empresas, Entidades_financieras_crédito, Inversión",No,No,Yes,Alteración_orden_público,No,No,No,No,No,No,No,No
DARDMO_1,"Real Decreto 1471/1989, de 1 de diciembre, por el que se aprueba el Reglamento general para desarrollo y ejecución de la Ley 22/1988, de 28 de julio, de Costas.",01/12/1989,1989-2014,"El presente Reglamento recoge en su texto todas aquellas disposiciones aplicativas o interpretativas de la Ley, de forma que se constituya en un instrumento adecuado para una aplicación ordenada y sistemática de la misma, y para garantizar su plena efectividad. Además se ha dado cumplimiento al mandato legal en aquellos puntos concretos en que se ordenaba su posterior desarrollo reglamentario. De particular importancia resulta la definición de los procedimientos administrativos relativos a la determinación del dominio público marítimo-terrestre y su régimen de utilización, así como los relacionados con las limitaciones de la propiedad sobre terrenos contiguos a la ribera del mar por razones de protección de dicho dominio. Asimismo, se recoge la atribución de las competencias administrativas que, de acuerdo con el texto legal, corresponden a la Administración del Estado.",O,No,No,"Yes, General",No,Yes,Yes,Yes,Yes,"Riesgo_salud_humana, Peligro_Salud_hombre, Salud_pública, Salud_vidas_humanas",Yes,Responsabilidades_ Persona_física_jurídica,Yes,"Nuestras_costas_playas, Europa, Costas_nacionales",Yes,Medio_recurso_natural,No,No,No,No,Yes,"Petróleo, Contaminación_hidrocarburos, Contaminación_aguas_mar, Destrucción_fauna_flora, Vertidos_buques, Vertidos_Fábricas, Byproducts, Energía",No,No,No,No,No,No,No,No
ECDMT_10,"Directiva de la Comisión, de 19 de diciembre de 1989, por la que se definen, de conformidad con el artículo 6 de la Directiva 88/379/CEE del Consejo, las categorías de preparados cuyos envases deben ir provistos de un cierre de seguridad para niños y/o de una indicación de peligro que sea detectable al tacto.",19/12/1989,1989-1999,"Considerando que el apartado 2 del artículo 6 de la Directiva 88/379/CEE establece que los recipientes que contengan determinadas categorías de preparados peligrosos ofrecidos o vendidos al público en general estarán provistos de cierres de seguridad para niños y/o llevarán una indicación de peligro detectable al tacto; que el apartado 3 del artículo 6 establece que las categorías de preparados peligrosos cuyos envases deban ir provistos de los dispositivos mencionados se definirán con arreglo al procedimiento previsto en el artículo 21 de la Directiva 67/548/CEE del Consejo (3), cuya última modificación la constituye la Directiva 88/490/CEE de la Comisión (4); ",O,No,"Yes, Preparados",No,No,Yes,Yes,No,Yes,Población_infantil,Yes,Valoración_daños,Yes,"Europa, Territorio_nacional_estado_miembro",No,No,Yes,"Byproducts, Estructuras_industriales_comerciales, Afecta_mercado",No,No,Yes,"Efectos_nocivos_sustancias_nocivas, Byproducts, Sustancias_tóxicas, Sustancias_peligrosas",No,No,No,No,No,No,No,No
ECDMT_20,"Directiva 90/128/CEE de la Comisión, de 23 de febrero de 1990, relativa a los materiales y objetos plásticos destinados a entrar en contacto con productos alimenticios ",23/02/1990,1990-2002,"Considerando que el limite de migracion global consti≠ tuye una medida de la inercia del material y evita una modificacion inaceptable en la composicion de los productos alimenticios y, por otra parte, reduce la nece≠ sidad de un mayor numero de limites especificos de migracion o de otras restricciones y proporciona, por tanto, un control eficaz ",O,No,"Yes, Plásticos",No,No,Yes,Yes,No,Yes,"Afecta_alimentos, Riesgo_salud_humana, Salud_vidas_humanas, Alimentación",Yes,Evaluación_riesgo,Yes,"Europa, Territorio_nacional_estado_miembro",No,No,Yes,"Byproducts, Estructuras_industriales_comerciales, Nuevos_productos",No,No,Yes,"Byproducts, Afecta_alimentos, Migración_plástico",No,No,No,No,No,No,No,No
DMLMO_8,"Ley 13/1990, de 12 de noviembre, sobre concesión de un crédito extraordinario por importe de 923.083.545 pesetas, para el abono de indemnizaciones por daños y perjuicios sufridos por mariscadores y cofradías de pescadores como consecuencia del hundimiento del buque tanque «Urquiola».",12/11/1990,1990-1990,"The 1990 law “sobre concesión de un crédito extraordinario” justifies the formation of the new creditor and debtor relationship as follows: a consecuencia de dicha collision [del Urquiola] se produjo una marea negra que obligó a la comandancia de Marina a decretar la prohibición de pescar, explotar y comercializar las especies de moluscos durante un año en el área afectada viéndose asimismo dañada la producción de dichas especies para ejercicios sucesivos.",O,No,No,"Yes, Urquiola",No,Yes,Yes,No,Yes,Afecta_alimentos,Yes,"Responsable_accidente, Estado_responsable",No,No,No,No,Yes,"Gastos, Aseguradoras, Prohibición_pesca, Crédito_extraordinario",No,No,Yes,"Destrucción_fauna_flora, Vertidos_buques, Afecta_alimentos, Crudo, Marea_negra",No,No,No,No,No,No,No,No
DMLMA_29,"Ley 3/1991, de 10 de enero, de Competencia Desleal.",10/01/1991,1991-2015,"El aspecto tal vez más significativo de la cláusula general radica en los criterios seleccionados para evaluar la deslealtad del acto. Se ha optado por establecer un criterio de obrar, como es la «buena fe», de alcance general, con lo cual, implícitamente, se han rechazado los más tradicionales («corrección profesional», «usos honestos en materia comercial e industrial», etc.), todos ellos sectoriales y de inequívoco sabor corporativo.",F,No,No,Yes,No,Yes,Yes,Yes,Yes,"Protección_del_consumidor, Interés_público, Modernización",Yes,"Categorías_riesgos, Riesgo_potencial, Incertidumbre, Normas_corrección_de_conducta",Yes,"Europa, España, Mercado_interior, Función_esencial",No,No,Yes,"Eficiencia, Incertidumbre, Mercado, Libertad_intercambios, Nuevos_productos, Afecta_mercado, Mercado_abierto, Racionalidad_económica, Fundamento_libertad_Iniciativa_privada, Defensa_de_la_competencia",No,No,Yes,"Efectos_nocivos_Sustancias_nocivas, Riesgos_incertidumbres, Saneamiento, Deterioro, Prácticas_abusivas, Competencia_desleal, Contrario_buena_fe",No,No,No,No,No,No,No,No
DMRDMT_7,"Real Decreto 162/1991, de 8 de febrero, por el que se modifica la Reglamentación Técnico-Sanitaria para la Fabricación, Comercialización y Utilización de los Plaguicidas.",08/02/1991,1991-2015,"3.2 La clasificación en las categorías de muy tóxicos, tóxicos o nocivos, se realizará atendiendo a su toxicidad aguda, expresada en DL50 (dosis letal media), por vía oral o dérmica para la rata, o en CL50 (concentración letal media) por vía respiratoria para la rata.",O,No,"Yes, Plaguicidas",No,No,Yes,Yes,Yes,Yes,"Riesgo_salud_humana, Salud_pública, Salud_vidas_humanas",Yes,Categorías_riesgos,Yes,"Europa, España",No,No,Yes,"Byproducts, Estructuras_industriales_comerciales",No,No,Yes,"Efectos_nocivos_sustancias_nocivas, Byproducts, Toxicidad, Sustancias_tóxicas, Sustancias_peligrosas",No,No,No,No,No,No,No,No
ECDMT_13,"Directiva de la Comisión, de 5 de marzo de 1991, por la que se definen y fijan, en aplicación del artículo 10 de la Directiva 88/379/CEE del Consejo, las modalidades del sistema de información específica, relativo a los preparados peligrosos.",05/03/1991,1991-2006,"Este epígrafe responde a la necesidad de dar una descripción concisa, aunque completa y comprensible, de los diferentes efectos tóxicos que se pueden observar cuando el usuario entra en contacto con la sustancia o el preparado. ",O,No,"Yes, Preparados",No,No,Yes,Yes,No,Yes,"Afecta_trabajadores, Riesgo_salud_humana, Seguridad_salud_públicos",Yes,"Categorías_riesgos, Valoración_daños, Evaluación_riesgo, Riesgo_potencial",Yes,"Europa, Territorio_nacional_estado_miembro",Yes,"Medio_ambiente, Protección_medioambiental",Yes,"Byproducts, Estructuras_industriales_comerciales, Nuevos_productos, Afecta_mercado",No,No,Yes,"Vertidos_Fábricas, Byproducts, Sustancias_peligrosas, Eliminación_acción_tóxica, Eliminación_nuevos_productos",No,No,No,No,No,No,No,No
ECDMO_15,"Directiva del Consejo, de 31 de mayo de 1991, relativa al tránsito de gas natural a través de las grandes redes.",31/05/1991,1991-2003,"1. Los contratos relativos al tránsito del gas natural entre grandes redes se negociarán entre las entidades responsables de las redes de que se trate y de la calidad del servicio que presten y, en su caso, con las entidades responsables en los Estados miembros de la importación y la exportación del gas natural. ",O,Yes,No,No,No,Yes,Yes,No,Yes,Abastecimiento_energético,Yes,Estado_responsable,Yes,"Europa, Red_nacional_gasoductos, Territorio_nacional_estado_miembro, Mercado_interior, Gobierno, Communidad_interconectada",Yes,Medio_ambiente,Yes,"Competitividad, Gas_natural, Energía, Gastos, Liberalización, Mercado_europeo_mercado_común, Libertad_intercambios",No,No,No,No,No,No,No,No,No,No,No,No
ECDMT_15,"Directiva del Consejo, de 12 de diciembre de 1991, relativa a los residuos peligrosos.",12/12/1991,1991-2008,"H6 «Tóxico»: se aplica a sustancias y preparados (incluidos los preparados y sustancias muy tóxicos) que por inhalación, ingestión o penetración cutánea puedan entrañar riesgos graves, agudos o crónicos e incluso la muerte. ",O,No,"Yes, Residuos",No,Yes,Yes,Yes,Yes,Yes,"Emergencia_seguridad_salud_públicos, Emergencia_Amenaza_seguridad_de_personas, Afecta_población, Excepción_defensa_población",Yes,"Categorías_riesgos, Evaluación_riesgo",Yes,"Europa, Territorio_nacional_estado_miembro",Yes,"Medio_ambiente, Protección_medioambiental",Yes,"Byproducts, Eficiencia, Nuevos_productos",No,No,Yes,"Byproducts, Sustancias_tóxicas, Sustancias_peligrosas, Almacenamiento_tratamiento_eliminación_valorización",No,No,No,No,No,No,No,No
VPRDMA_11,"Real Decreto 1932/1991, de 20 de diciembre, sobre medidas de financiación de actuaciones protegibles en materia de vivienda del Plan 1992-1995.",20/12/1991,1991-1995,"La evolución del mercado inmobiliario y la complejidad derivada del actual marco competencial de las diferentes Administraciones públicas, en materia de urbanismo y de política de vivienda, han puesto de manifiesto la insuficiencia de los instrumentos normativos vigentes para abordar eficazmente los problemas de acceso a la vivienda de amplios segmentos de la población española.",F,No,Yes,No,No,Yes,Yes,No,Yes,"Afecta_población, Modestos_aspirantes_propiedad_mobiliaria, Impulsar_propiedad_vivienda, Afecta_Deudor_hipotecario, Alquiler_social",Yes,Sujetos_obligados_al_pago,Yes,"Mercado_español_economía, España",No,No,Yes,"Servicio_público, Entidades_financieras_crédito, Flexibilización, Mercado, Política_de_vivienda, Compra_venta, Afecta_mercado, Insuficiencia_recursos, Ahorro_gasto_inversión, Viviendas_protección_estatal, Solvencia, Mercado_hipotecario, Sector_inmobiliario_mercado, Hipoteca, Construcción_inmuebles_vivendas",No,No,Yes,Privación_vivienda,No,No,No,No,No,No,Yes,"Modestos_aspirantes_propiedad_mobiliaria, Afecta_Deudor_hipotecario"
ECTMA_1,The Maastrich Treaty_PROVISIONS AMENDING THE TREATY ESTABLISHING THE EUROPEAN ECONOMIC COMMUNITY WITH A VIEW TO ESTABLISHING THE EUROPEAN COMMUNITY,07/02/1992,1992-1997,"The Community shall have as its task, by establishing a common market and an economic and monetary union and by implementing the common policies or activities referred to in Articles 3 and 3a, to promote throughout the Community a harmonious and balanced development of economic activities, sustainable and non-inflationary growth respecting the environment, a high degree of convergence of economic performance, a high level of employment and of social protection, the raising of the standard of living and quality of life, and economic and social cohesion and solidarity among Member States.’",F,Yes,No,No,No,Yes,Yes,No,Yes,"Equilibrio_económico_financiero, Afecta_ciudadanos, Dominio_público, Mejorar_calidad_de_vida, Amenaza_seguridad_de_personas, Afecta_trabajadores, Afecta_población, Protección_del_consumidor, Crisis_económica_austeridad, Crecimiento_económico_progreso_desarrollo, Creación_de_empleo, Mercado_carácter_social, Salud_vidas_humanas, Bienestar_social, Excepción_defensa_población, Estabilidad_interna, Factores_económicos_sociales_culturales, Desarrollo_socioeconómico, Afecta_jovenes, Ciudadano_comunitario, Derechos_humanos, Culturas, Libertad, País_vías_de_desarrollo, Cohesión_económica_social",Yes,"Sistema_de_prevención, Riesgo_excepcional, Límites_prudenciales, Información_estadística, Supervisión_administrativa",Yes,"Combate_defensa_vigilancia, Europa, Global, Economías_más_desarrolladas, Mercado_interior, Banco_España, Banco_central_europeo",Yes,"Medio_ambiente, Protección_medioambiental, Catástrofe_ecológica, Sostenibilidad, Medio_recurso_natural, Conservación_patrimonio_histórico_artístico",Yes,"Industria_turística, Competitividad, Estructuras_industriales_comerciales, Energía, Libre_comercialización_circulación, Liberalización, Entidades_financieras_crédito, Mercado_europeo_mercado_común, Deuda, Crecimiento_económico_progreso_desarrollo, Economías_desarrolladas, Banca_privada, Deuda_pública, Política_monetaria, Mercado_abierto, Inversión, Mercado_hipotecario, Mercado_financiero, Sostenibilidad, Deuda_soberana, Reducir_inflación",No,No,Yes,"Dificultades_financieras, Trastorno_mercado",No,No,No,No,No,No,No,No
